Task_Record_ID,Task_Length_MI,Task_Priority,Task_Dependency_Level,Task_Arrival_Time,CPU_Utilization,Memory_Usage,Queue_Length,Node_Trust_Score,Node_Processing_Speed_MIPS,System_Load_Level,Execution_Environment,Assigned_Node
TASK_1210,7619,4,2,3915.8,90.83,61.87,1,0.744,3401,Medium,Hybrid,5
TASK_1211,9401,3,2,840.59,11.89,73.49,5,0.513,14111,Medium,Cloud,3
TASK_1212,5819,3,2,2561.3,35.82,73.79,3,0.854,12363,Medium,Cloud,2
TASK_1213,7109,5,0,2436.87,88.29,53.95,12,0.694,13432,Medium,Cloud,4
TASK_1214,5887,1,1,3125.46,37.28,79.35,9,0.766,19390,Low,Cloud,2
TASK_1215,4493,1,3,4730.93,31.44,44.35,16,0.947,10978,Medium,Cloud,5
TASK_1216,9180,2,3,2898.86,55.41,81.65,13,0.628,18793,High,Cloud,1
TASK_1217,8544,5,4,2701.09,80.02,33.02,14,0.62,19146,Medium,Cloud,1
TASK_1218,8738,4,2,251.61,18.77,36.02,7,0.632,1909,Low,Hybrid,3
TASK_1219,5373,5,2,314.54,90.16,18.98,17,0.669,1760,Medium,Cloud,1
TASK_1220,5306,2,2,936.73,77.58,74.67,2,0.554,6612,High,Cloud,2
TASK_1221,9092,5,3,162.35,25.41,46.28,16,0.849,4240,High,Edge,5
TASK_1222,6413,5,4,3716.76,70.52,32.18,6,0.604,1530,Low,Hybrid,3
TASK_1223,7624,2,0,3616.65,42.72,32.38,12,0.963,10551,High,Cloud,2
TASK_1224,3657,1,1,680.28,44.2,82.6,15,0.608,11219,Medium,Cloud,1
TASK_1225,890,4,0,4180.39,76.58,77.54,4,0.628,17216,Medium,Hybrid,4
TASK_1226,4930,2,3,773.93,91.84,56.51,3,0.649,3560,Medium,Cloud,2
TASK_1227,9320,3,2,1505.88,20.77,61.21,9,0.884,19561,High,Edge,4
TASK_1228,8186,1,1,1244.88,45.75,50.57,12,0.714,6103,High,Cloud,4
TASK_1229,4732,3,3,1861.54,50.88,44.37,9,0.91,18921,High,Hybrid,3
TASK_1230,8507,1,3,1273.32,41.99,83.66,13,0.892,10465,Low,Hybrid,5
TASK_1231,2021,4,3,2444.75,40.87,24.42,11,0.965,3781,High,Hybrid,1
TASK_1232,9518,4,1,2037.04,14.44,46.38,0,0.878,18330,Low,Cloud,1
TASK_1233,2000,5,1,4932.85,68.27,40.84,19,0.526,6257,Low,Cloud,2
TASK_1234,7237,3,4,279.63,47.08,52.36,19,0.919,19895,Medium,Cloud,1
TASK_1235,3794,1,4,710.91,26.56,49.32,6,0.969,3188,Medium,Hybrid,3
TASK_1236,5585,4,0,264.13,79.36,53.92,8,0.997,7063,Medium,Hybrid,1
TASK_1237,2919,2,1,3129.21,78.22,25.49,7,0.563,16615,Medium,Cloud,2
TASK_1238,9626,4,1,272.55,51.34,53.49,12,0.807,1881,High,Edge,1
TASK_1239,3542,2,1,4182.2,35.37,33.18,13,0.6,2847,Low,Cloud,5
TASK_1240,4997,1,4,2559.69,64.24,28.82,11,0.631,7599,Low,Cloud,4
TASK_1241,1966,4,3,2635.04,34.49,19.86,7,0.873,19359,High,Edge,4
TASK_1242,4061,4,2,2807.97,30.06,72.2,17,0.989,5568,Low,Cloud,4
TASK_1243,1114,1,4,854.07,72.09,47.06,15,0.797,17314,Medium,Cloud,5
TASK_1244,5892,4,1,988.45,13.43,62.0,10,0.925,8163,Medium,Cloud,3
TASK_1245,8193,2,4,1594.09,18.06,69.57,15,0.504,12156,Medium,Hybrid,2
TASK_1246,9874,4,0,2967.48,10.58,65.95,13,0.518,12255,Medium,Hybrid,5
TASK_1247,3723,3,1,1050.59,23.0,50.29,2,0.798,12320,Low,Hybrid,2
TASK_1248,7638,5,0,581.66,15.86,44.09,1,0.694,3216,High,Edge,3
TASK_1249,3167,2,1,4850.58,94.64,43.2,2,0.945,6701,Low,Edge,5
TASK_1250,8480,3,4,109.91,34.55,63.0,3,0.651,19992,Medium,Cloud,1
TASK_1251,630,1,3,4013.49,22.69,52.11,4,0.716,12780,Low,Hybrid,3
TASK_1252,3483,2,2,3940.18,30.48,78.68,9,0.764,11694,Medium,Edge,4
TASK_1253,4778,5,0,1486.07,89.57,80.6,19,0.637,5809,Medium,Edge,5
TASK_1254,7626,5,4,678.13,54.21,27.79,1,0.954,17562,High,Edge,3
TASK_1255,8730,1,3,728.14,41.01,25.22,11,0.732,15392,High,Hybrid,3
TASK_1256,8194,1,4,3487.16,84.24,62.28,4,0.712,8771,Medium,Cloud,5
TASK_1257,7140,2,0,3214.03,43.57,37.59,4,0.925,2929,High,Cloud,4
TASK_1258,5968,4,2,3913.73,38.48,16.39,0,0.656,15306,Medium,Edge,4
TASK_1259,1420,1,4,4687.41,27.62,81.65,3,0.909,19932,Medium,Hybrid,3
TASK_1260,8064,4,1,3459.64,42.11,32.02,11,0.561,15244,Medium,Edge,2
TASK_1261,9184,3,3,779.26,36.92,84.7,11,0.591,1111,Medium,Cloud,3
TASK_1262,9823,5,4,1217.21,67.57,68.81,15,0.975,12411,High,Cloud,5
TASK_1263,9002,4,3,4210.97,34.61,72.2,16,0.921,18098,Low,Edge,5
TASK_1264,9430,5,1,1046.53,59.06,30.11,9,0.694,12116,Medium,Edge,5
TASK_1265,3741,4,2,362.61,15.6,32.56,16,0.819,16707,High,Edge,4
TASK_1266,1045,3,2,3516.4,26.26,54.1,16,0.971,18765,High,Cloud,1
TASK_1267,4846,1,1,2012.63,44.63,27.91,17,0.606,4127,High,Hybrid,5
TASK_1268,4310,3,3,4600.2,89.64,37.91,1,0.53,14100,Medium,Edge,5
TASK_1269,7706,1,4,3251.28,42.07,39.11,3,0.769,12203,Medium,Edge,2
TASK_1270,9505,1,1,452.09,66.45,26.97,18,0.571,2208,Medium,Cloud,2
TASK_1271,2532,5,0,4739.28,31.68,30.39,10,0.594,12317,Medium,Cloud,3
TASK_1272,8936,3,3,1292.79,20.8,74.14,16,0.946,1036,High,Hybrid,3
TASK_1273,771,4,2,1686.06,14.98,27.54,11,0.504,19212,High,Cloud,3
TASK_1274,4011,3,1,2011.3,35.96,17.13,1,0.908,12252,High,Edge,5
TASK_1275,2271,5,2,256.12,23.4,62.2,5,0.758,8006,Low,Edge,2
TASK_1276,9954,1,3,2482.58,24.79,88.2,8,0.78,16067,High,Edge,3
TASK_1277,4861,5,2,616.59,74.66,39.84,4,0.836,6347,High,Cloud,2
TASK_1278,7569,2,1,2004.85,11.35,23.9,19,0.716,1809,Medium,Cloud,5
TASK_1279,1420,2,3,1753.55,57.41,57.78,8,0.558,5118,Medium,Hybrid,5
TASK_1280,8690,4,0,3864.2,42.25,82.98,7,0.551,18910,High,Edge,3
TASK_1281,3930,5,1,4015.85,53.06,73.8,19,0.877,14083,Medium,Cloud,5
TASK_1282,4935,4,4,767.06,57.84,61.69,7,0.611,17879,High,Cloud,5
TASK_1283,4260,4,1,1832.76,36.64,38.63,5,0.514,14187,Medium,Hybrid,2
TASK_1284,2550,2,3,1866.77,35.08,55.64,2,0.99,1424,High,Cloud,1
TASK_1285,1665,4,1,757.05,72.34,21.84,4,0.99,2982,High,Edge,4
TASK_1286,9067,2,0,3992.27,84.06,65.92,8,0.689,18852,Medium,Cloud,3
TASK_1287,2533,1,0,3536.14,26.37,69.38,6,0.513,16918,High,Hybrid,1
TASK_1288,6967,5,4,951.91,18.3,87.38,3,0.864,16398,Medium,Edge,3
TASK_1289,645,4,2,1833.61,86.31,34.53,6,0.916,12992,Medium,Edge,1
TASK_1290,4888,2,3,529.03,39.74,16.38,4,0.563,2233,Low,Cloud,5
TASK_1291,8332,3,3,3141.03,56.86,55.92,10,0.568,10989,Medium,Hybrid,3
TASK_1292,9123,4,2,606.86,40.56,68.01,14,0.911,15546,High,Cloud,1
TASK_1293,9396,1,0,4929.67,20.69,74.28,1,0.961,9756,High,Hybrid,4
TASK_1294,8673,1,0,3903.41,60.09,29.53,12,0.895,4019,Low,Edge,5
TASK_1295,3132,3,1,1951.19,54.64,34.63,15,0.6,2304,Medium,Edge,3
TASK_1296,4994,2,4,2892.82,27.25,53.44,6,0.706,15144,Low,Cloud,3
TASK_1297,8556,4,4,4556.71,48.41,39.8,7,0.8,17516,Medium,Edge,1
TASK_1298,8011,2,4,2770.5,77.74,79.54,5,0.58,17832,High,Cloud,3
TASK_1299,9655,1,1,872.49,60.19,50.53,6,0.605,11022,Medium,Cloud,5
TASK_1300,2328,2,4,1893.52,18.24,74.97,17,0.641,11350,Medium,Cloud,2
TASK_1301,9630,1,2,4215.72,56.58,58.55,19,0.755,12818,Medium,Cloud,1
TASK_1302,5305,2,1,3221.07,69.73,72.98,6,0.755,1849,Low,Cloud,4
TASK_1303,1306,3,2,3253.62,77.38,39.95,2,0.907,4962,High,Cloud,3
TASK_1304,7986,5,1,4334.11,63.47,77.36,4,0.877,5854,Medium,Hybrid,5
TASK_1305,8702,3,4,4469.87,22.98,35.59,0,0.957,2539,Medium,Cloud,3
TASK_1306,2368,3,2,4598.96,70.36,55.96,14,0.916,19283,High,Edge,4
TASK_1307,8378,5,2,474.25,67.57,31.05,2,0.627,3944,High,Cloud,5
TASK_1308,6190,5,2,2720.63,12.08,50.66,7,0.666,4244,High,Edge,4
TASK_1309,8327,4,1,3702.55,45.0,38.86,8,0.75,14255,High,Edge,5
TASK_1310,5929,4,3,3784.63,38.3,35.0,14,0.507,2591,High,Hybrid,2
TASK_1311,9576,3,4,3033.58,66.9,87.52,9,0.952,16768,Medium,Hybrid,5
TASK_1312,4064,3,2,833.94,28.37,27.01,1,0.522,8855,Low,Edge,4
TASK_1313,1889,1,3,3987.1,60.22,74.05,19,0.661,19511,Medium,Edge,1
TASK_1314,7774,1,4,3600.56,87.62,88.81,4,0.785,2601,High,Cloud,2
TASK_1315,1324,4,4,430.68,77.81,16.49,18,0.759,13809,Low,Edge,3
TASK_1316,2765,4,2,2319.05,88.32,67.43,12,0.827,18606,Low,Cloud,2
TASK_1317,1436,1,2,869.89,93.17,33.97,10,0.764,6690,Low,Cloud,2
TASK_1318,6902,1,1,1687.39,10.91,18.04,0,0.615,13521,High,Cloud,3
TASK_1319,4345,2,3,90.41,62.93,45.22,14,0.601,2842,Medium,Edge,5
TASK_1320,2296,2,3,2001.65,45.09,85.14,17,0.954,11483,Medium,Edge,2
TASK_1321,8745,1,2,2749.38,83.09,15.88,15,0.632,9058,Low,Edge,2
TASK_1322,7714,2,4,3097.91,31.4,59.09,8,0.64,14704,High,Edge,1
TASK_1323,1226,5,2,3317.45,93.39,52.6,0,0.706,6565,Medium,Cloud,1
TASK_1324,3236,4,4,4181.46,62.17,80.5,10,0.57,12088,Low,Edge,4
TASK_1325,2413,4,4,1077.31,77.45,21.3,8,0.754,5488,Medium,Hybrid,3
TASK_1326,8157,1,2,602.41,17.28,66.11,10,0.833,9906,Medium,Hybrid,5
TASK_1327,2966,3,0,4257.69,25.59,66.01,12,0.893,2927,Medium,Edge,5
TASK_1328,9541,1,3,783.06,74.46,65.18,1,0.856,16512,Medium,Edge,4
TASK_1329,7812,2,4,4873.8,11.87,85.68,13,0.574,9301,Low,Edge,5
TASK_1330,8694,3,4,4212.69,79.43,76.73,5,0.728,9457,High,Cloud,5
TASK_1331,8406,2,0,2504.38,11.19,18.15,7,0.519,6492,Low,Cloud,1
TASK_1332,5376,5,1,4907.11,65.86,50.33,17,0.509,4223,Low,Cloud,5
TASK_1333,7787,2,0,486.88,41.03,44.85,15,0.72,1954,High,Cloud,5
TASK_1334,1392,5,0,1515.33,61.98,38.26,11,0.626,10541,High,Edge,4
TASK_1335,5175,5,4,3191.12,69.16,48.85,10,0.842,16007,Low,Hybrid,4
TASK_1336,2433,2,3,1750.03,39.11,43.81,5,0.862,2574,Low,Cloud,2
TASK_1337,1880,2,0,4641.86,19.18,47.43,2,0.948,16674,High,Edge,5
TASK_1338,1790,5,1,328.13,15.92,88.44,13,0.88,16426,High,Edge,5
TASK_1339,2140,3,2,2747.06,60.06,21.65,1,0.524,8095,Medium,Cloud,5
TASK_1340,7990,5,0,2954.33,54.26,84.17,10,0.686,13023,Medium,Cloud,1
TASK_1341,9679,4,0,3263.64,73.09,51.02,2,0.637,4255,Low,Edge,5
TASK_1342,1718,5,1,1278.33,53.33,61.78,17,0.693,2058,Medium,Edge,1
TASK_1343,5516,3,3,1822.83,45.91,77.26,0,0.58,2957,Low,Hybrid,2
TASK_1344,7381,4,0,4218.4,43.84,42.03,0,0.549,5944,Medium,Cloud,3
TASK_1345,1454,1,0,974.71,12.25,47.28,11,0.76,6058,Low,Hybrid,5
TASK_1346,9675,1,3,4134.34,38.52,45.71,14,0.86,3519,Medium,Cloud,4
TASK_1347,7791,3,1,2813.28,92.96,43.1,4,0.851,12845,Medium,Edge,4
TASK_1348,1474,5,0,3810.94,84.25,84.41,5,0.725,3570,Medium,Edge,5
TASK_1349,4633,2,3,3568.04,38.0,77.17,15,0.761,8450,Low,Cloud,1
TASK_1350,5870,3,0,1037.56,59.96,23.17,11,0.758,8703,Medium,Cloud,4
TASK_1351,4472,4,2,2844.06,82.02,23.11,11,0.846,16898,High,Cloud,4
TASK_1352,5795,4,4,4338.62,47.51,47.09,2,0.524,15389,Medium,Cloud,2
TASK_1353,9605,1,2,2160.58,11.53,22.4,1,0.855,16414,High,Edge,2
TASK_1354,8728,4,0,4832.95,16.33,61.43,6,0.791,1744,Medium,Cloud,2
TASK_1355,3520,3,1,2261.08,53.38,25.78,1,0.599,4514,Medium,Edge,4
TASK_1356,9487,4,4,713.93,92.4,54.18,6,0.525,11871,Medium,Cloud,4
TASK_1357,4536,3,2,1947.17,68.92,15.54,10,0.554,14536,High,Edge,5
TASK_1358,5568,2,3,4758.51,16.03,38.74,10,0.762,1175,Low,Edge,5
TASK_1359,5733,1,1,1598.6,26.1,65.79,13,0.879,17949,Low,Edge,1
TASK_1360,817,4,2,4340.49,75.56,51.3,2,0.667,4217,Medium,Edge,4
TASK_1361,2896,3,3,4406.25,81.52,88.37,13,0.69,16106,High,Cloud,5
TASK_1362,2662,5,0,1750.93,62.5,80.56,10,0.967,14696,High,Hybrid,5
TASK_1363,3245,1,3,416.29,64.78,41.93,3,0.607,10586,Medium,Cloud,2
TASK_1364,2091,2,2,3622.79,12.41,18.41,16,0.552,6802,Medium,Cloud,2
TASK_1365,6683,3,2,1557.56,80.43,78.42,15,0.672,8034,Medium,Cloud,2
TASK_1366,4430,2,0,3914.62,77.0,83.34,2,0.873,17263,Medium,Edge,3
TASK_1367,1812,2,3,2213.27,32.02,76.55,9,0.813,10412,Medium,Edge,5
TASK_1368,9977,4,3,2426.33,70.24,24.6,14,0.708,18331,High,Edge,2
TASK_1369,4811,4,0,3889.55,28.26,89.84,7,0.982,9776,High,Cloud,2
TASK_1370,7814,3,3,1911.82,13.43,34.39,17,0.867,12054,Medium,Cloud,4
TASK_1371,2883,5,0,2215.64,27.1,69.32,2,0.531,10812,Medium,Hybrid,2
TASK_1372,3739,3,1,1880.95,25.18,83.1,6,0.872,12399,Medium,Edge,4
TASK_1373,2639,5,2,1836.7,38.71,32.68,9,0.512,15963,Medium,Cloud,1
TASK_1374,2204,2,1,2629.73,45.57,83.12,19,0.825,11768,Medium,Edge,2
TASK_1375,7424,1,4,4044.0,53.23,38.21,8,0.605,1531,Low,Cloud,4
TASK_1376,862,3,4,1808.84,50.52,88.23,13,0.848,18615,Low,Cloud,2
TASK_1377,3104,3,4,2621.27,33.01,36.09,13,0.655,19081,Medium,Cloud,1
TASK_1378,4786,5,0,3353.64,12.48,86.51,10,0.937,18929,High,Cloud,2
TASK_1379,4238,2,3,1347.2,61.43,19.02,0,0.668,12357,Low,Cloud,4
TASK_1380,2969,2,1,1387.61,43.64,68.2,3,0.81,2437,Medium,Hybrid,1
TASK_1381,5295,5,1,4667.07,35.39,54.91,5,0.643,6502,Medium,Edge,1
TASK_1382,6650,2,1,3617.67,83.69,50.84,4,0.959,8608,Low,Edge,1
TASK_1383,1056,4,1,2885.93,73.47,31.76,2,0.89,6566,High,Edge,3
TASK_1384,9517,1,4,3238.6,82.91,67.92,1,0.622,9808,High,Hybrid,4
TASK_1385,3308,3,1,146.5,52.07,29.31,2,0.974,5014,Low,Cloud,3
TASK_1386,5650,1,3,3090.51,21.13,56.46,8,0.679,19640,High,Hybrid,1
TASK_1387,8061,3,4,2547.54,69.18,33.99,18,0.826,14613,Medium,Edge,3
TASK_1388,3219,4,1,2728.75,27.52,86.67,18,0.871,8399,High,Cloud,2
TASK_1389,7006,2,0,1797.12,47.5,17.15,16,0.511,1931,Medium,Cloud,3
TASK_1390,4241,5,2,407.37,15.53,29.98,17,0.979,19713,Low,Edge,5
TASK_1391,4498,4,2,966.7,80.15,33.17,10,0.672,17777,Medium,Edge,1
TASK_1392,2903,1,2,4753.72,20.7,46.06,11,0.595,3465,High,Cloud,1
TASK_1393,9280,5,4,2043.5,86.76,32.45,2,0.925,16623,Low,Edge,4
TASK_1394,794,2,1,2333.42,83.46,51.85,17,0.851,15008,High,Edge,2
TASK_1395,5843,4,4,263.55,49.49,80.43,5,0.543,9817,Low,Cloud,4
TASK_1396,1636,5,3,187.83,73.27,68.4,6,0.559,6988,High,Hybrid,3
TASK_1397,2564,4,0,3585.91,62.65,58.5,0,0.858,8509,Low,Hybrid,5
TASK_1398,7509,4,0,2690.47,78.26,21.68,5,0.537,13849,High,Edge,5
TASK_1399,5043,2,2,2543.53,46.7,67.05,17,0.959,12071,Medium,Hybrid,5
TASK_1400,1507,3,2,1215.62,76.79,27.48,12,0.871,15081,Medium,Cloud,5
TASK_1401,5945,5,2,3723.75,49.31,73.98,18,0.668,14228,High,Cloud,2
TASK_1402,5852,2,1,841.18,89.98,33.75,6,0.681,12614,High,Cloud,3
TASK_1403,9939,4,3,949.67,51.34,46.28,18,0.753,11301,Medium,Edge,5
TASK_1404,1935,2,3,2303.56,49.32,41.29,8,0.68,3781,Low,Edge,1
TASK_1405,1071,3,3,1431.4,76.73,79.41,2,0.892,11083,Medium,Edge,3
TASK_1406,2882,5,3,1237.31,79.83,24.49,11,0.987,12374,Medium,Cloud,2
TASK_1407,9937,3,2,3226.19,57.13,57.42,19,0.792,2639,Medium,Cloud,5
TASK_1408,5584,1,0,3254.86,25.28,25.65,17,0.723,14838,Medium,Hybrid,2
TASK_1409,777,5,2,4122.59,49.76,67.86,7,0.611,9973,Low,Hybrid,5
TASK_1410,7559,3,3,2088.54,92.29,82.88,8,0.827,14982,High,Edge,1
TASK_1411,2387,4,2,365.43,74.0,47.6,12,0.843,13884,High,Edge,3
TASK_1412,1765,5,3,1368.33,78.95,51.61,7,0.843,11248,Low,Edge,1
TASK_1413,7991,5,4,4900.03,12.79,84.56,9,0.513,11515,Medium,Cloud,5
TASK_1414,1540,2,0,2981.29,49.77,54.07,16,0.95,3274,Medium,Cloud,4
TASK_1415,9609,4,4,3548.69,64.96,51.57,6,0.669,11830,Medium,Edge,3
TASK_1416,8573,1,1,36.79,80.55,58.37,16,0.872,3480,Low,Edge,2
TASK_1417,9577,3,2,2591.03,14.19,66.69,17,0.88,7799,Medium,Cloud,5
TASK_1418,3252,2,1,187.64,82.46,23.02,1,0.825,9547,Low,Hybrid,1
TASK_1419,8713,3,2,2846.15,56.61,76.58,2,0.697,15328,Medium,Hybrid,4
TASK_1420,5069,1,4,4603.85,26.77,47.66,18,0.804,13679,High,Cloud,5
TASK_1421,6853,1,3,4842.1,36.97,20.43,0,0.52,14928,High,Edge,2
TASK_1422,2853,5,3,2702.76,33.96,73.96,9,0.881,11659,Low,Hybrid,1
TASK_1423,7937,1,2,2291.02,55.12,43.27,13,0.55,7104,Medium,Cloud,3
TASK_1424,5299,3,3,4725.09,14.39,22.53,12,0.698,17547,High,Edge,4
TASK_1425,1186,4,4,3368.05,23.48,62.53,8,0.552,13925,Low,Edge,5
TASK_1426,8976,4,3,324.5,79.08,81.01,5,0.919,4381,High,Cloud,5
TASK_1427,5311,5,4,2328.63,21.27,81.58,5,0.775,3064,High,Hybrid,5
TASK_1428,9454,3,1,1201.23,29.84,86.82,18,0.845,7589,High,Cloud,5
TASK_1429,5846,3,4,2349.02,48.54,80.08,9,0.841,8447,Low,Cloud,1
TASK_1430,5543,1,0,2277.33,53.96,15.16,2,0.921,1339,Low,Cloud,3
TASK_1431,2928,3,0,2910.72,74.91,43.52,17,0.566,6130,High,Cloud,2
TASK_1432,5626,2,0,1783.85,48.02,76.39,18,0.83,8733,Medium,Cloud,4
TASK_1433,8720,1,2,821.35,77.14,42.47,4,0.788,14110,Low,Edge,5
TASK_1434,9598,2,2,2518.6,62.56,60.12,10,0.515,6049,Medium,Cloud,5
TASK_1435,8313,5,2,4151.01,19.61,60.47,9,0.601,11318,Low,Edge,3
TASK_1436,3856,4,4,3320.06,23.29,42.38,16,0.634,13633,High,Edge,3
TASK_1437,9207,5,2,1691.84,47.15,82.84,3,0.536,16608,Medium,Cloud,1
TASK_1438,7766,4,1,4677.62,43.74,52.74,17,0.677,1638,High,Edge,1
TASK_1439,7040,5,0,4561.04,73.2,49.86,17,0.514,8709,High,Edge,1
TASK_1440,538,3,4,1046.74,59.36,89.81,0,0.777,6143,Low,Edge,4
TASK_1441,3842,2,0,197.09,42.99,52.01,13,0.606,2224,Medium,Cloud,1
TASK_1442,9578,4,2,3706.54,24.51,28.38,7,0.644,15466,High,Edge,5
TASK_1443,3344,1,4,4138.05,29.28,53.48,1,0.955,16279,Medium,Hybrid,1
TASK_1444,1598,2,3,4839.32,58.92,76.05,18,0.751,13102,High,Cloud,4
TASK_1445,7527,1,1,4449.18,45.99,73.26,14,0.635,5245,High,Cloud,1
TASK_1446,2323,2,2,3002.67,53.77,74.14,1,0.799,10741,Low,Edge,1
TASK_1447,3655,2,2,2650.26,24.51,68.1,3,0.601,8407,High,Cloud,5
TASK_1448,3593,5,1,139.21,66.35,34.07,0,0.537,15790,Low,Edge,5
TASK_1449,6158,4,1,1233.28,82.47,79.66,18,0.51,16642,Low,Cloud,5
TASK_1450,4278,4,3,2298.07,31.92,82.01,9,0.976,10567,High,Cloud,1
TASK_1451,3396,2,2,3142.52,51.78,29.56,0,0.862,9859,High,Edge,5
TASK_1452,1488,3,2,2786.26,92.92,24.78,19,0.9,6768,Medium,Cloud,3
TASK_1453,4616,3,0,3713.18,38.33,88.17,14,0.99,19758,Low,Cloud,2
TASK_1454,6946,1,4,1398.83,60.58,80.12,3,0.966,18399,Medium,Cloud,2
TASK_1455,4679,1,4,2824.76,17.67,81.99,6,0.868,1335,Medium,Cloud,5
TASK_1456,2182,5,0,440.71,61.51,81.48,6,0.847,13953,Medium,Hybrid,4
TASK_1457,6126,2,4,2068.33,17.62,55.63,17,0.668,16330,Low,Hybrid,5
TASK_1458,7924,1,1,3750.8,91.54,63.48,12,0.552,17464,Medium,Cloud,5
TASK_1459,1433,1,4,3467.0,70.83,55.9,9,0.787,3134,High,Edge,1
TASK_1460,4098,2,4,4953.21,76.99,18.84,7,0.788,17641,Medium,Cloud,4
TASK_1461,2480,5,0,1389.46,69.85,70.91,9,0.976,1184,Low,Edge,5
TASK_1462,3556,1,3,2490.95,60.13,52.9,13,0.721,17506,High,Cloud,3
TASK_1463,9484,5,4,1647.65,48.24,63.58,13,0.845,9056,High,Cloud,2
TASK_1464,1291,4,4,2203.02,82.96,52.7,19,0.787,8263,High,Edge,3
TASK_1465,5890,5,3,4284.75,91.33,51.89,10,0.588,14191,Low,Cloud,3
TASK_1466,7135,3,0,3421.05,52.42,27.88,5,0.796,4514,Low,Cloud,3
TASK_1467,2755,3,3,4412.21,89.18,35.9,0,0.77,7077,Medium,Edge,4
TASK_1468,4110,5,0,1017.56,59.58,26.91,18,0.747,18778,Medium,Edge,4
TASK_1469,2107,3,1,4366.81,55.76,29.67,6,0.757,3352,Medium,Edge,4
TASK_1470,5679,4,0,298.81,48.63,87.97,17,0.582,16716,Medium,Edge,2
TASK_1471,7073,2,1,4443.0,27.79,26.48,2,0.732,10500,Low,Edge,1
TASK_1472,1484,3,1,1645.37,10.32,35.2,19,0.803,15992,Medium,Cloud,5
TASK_1473,6276,3,0,1572.94,30.53,59.29,10,0.745,11133,Medium,Cloud,5
TASK_1474,4176,5,2,2560.44,53.33,60.76,4,0.744,7405,Medium,Edge,1
TASK_1475,3880,4,0,4703.45,42.3,26.55,18,0.539,17874,Medium,Edge,5
TASK_1476,9211,2,4,238.91,48.12,74.53,1,0.595,18438,Medium,Edge,3
TASK_1477,9282,5,4,1761.15,93.36,73.89,3,0.66,18085,Medium,Edge,2
TASK_1478,1550,5,2,4282.86,39.77,32.8,9,0.71,3934,Medium,Cloud,5
TASK_1479,4133,4,1,1980.27,48.44,36.65,1,0.797,15347,Medium,Cloud,2
TASK_1480,6842,2,2,995.78,21.35,85.35,7,0.932,14502,Low,Cloud,1
TASK_1481,1459,4,4,2123.97,14.08,76.93,0,0.58,14711,Medium,Edge,5
TASK_1482,6559,2,2,1927.76,75.91,67.33,5,0.508,14848,High,Edge,2
TASK_1483,9384,4,0,4577.08,58.51,21.17,10,0.725,15426,Medium,Hybrid,3
TASK_1484,6155,5,2,3809.67,74.66,46.37,9,0.716,5695,Low,Edge,3
TASK_1485,4973,5,1,2525.58,22.74,56.95,12,0.776,17203,High,Hybrid,1
TASK_1486,3446,1,0,4941.85,58.61,29.06,0,0.917,16860,Low,Edge,4
TASK_1487,8225,3,3,2326.39,31.56,48.62,1,0.901,15097,Low,Hybrid,5
TASK_1488,1026,4,4,291.19,29.39,60.08,2,0.55,15636,Medium,Edge,3
TASK_1489,3724,1,4,1311.37,10.98,39.55,8,0.967,9843,High,Hybrid,3
TASK_1490,2375,3,2,2180.35,21.08,73.57,4,0.555,17800,Low,Cloud,1
TASK_1491,2263,4,0,784.51,36.29,78.03,9,0.817,16573,Medium,Cloud,3
TASK_1492,9212,2,3,4737.83,19.93,39.27,9,0.836,6566,Medium,Edge,5
TASK_1493,6297,3,0,3834.24,93.8,77.9,11,0.84,6999,Low,Hybrid,1
TASK_1494,9708,5,4,1341.44,36.23,22.77,17,0.633,4866,Medium,Cloud,2
TASK_1495,7599,1,0,2954.02,21.08,77.83,0,0.665,9937,High,Cloud,1
TASK_1496,5609,3,3,3607.25,26.92,26.46,2,0.774,3002,Medium,Edge,5
TASK_1497,7144,3,2,4706.39,59.95,21.22,4,0.6,17623,Low,Edge,5
TASK_1498,616,5,1,4408.18,15.44,63.13,16,0.51,19328,Low,Cloud,2
TASK_1499,2933,4,0,2575.96,83.31,50.4,7,0.781,10047,Medium,Edge,1
TASK_1500,5963,2,1,3873.26,91.73,83.09,16,0.733,16925,High,Hybrid,5
TASK_1501,1083,5,4,2810.72,30.97,42.24,8,0.828,13707,Medium,Hybrid,5
TASK_1502,9086,2,2,2763.52,48.26,36.54,5,0.573,11790,Medium,Cloud,2
TASK_1503,4288,4,2,573.71,11.88,52.56,16,0.92,16301,Low,Cloud,4
TASK_1504,4667,3,0,630.69,64.46,49.2,7,0.573,16596,Medium,Cloud,1
TASK_1505,8965,2,2,2647.67,45.18,40.83,6,0.946,2353,Low,Cloud,5
TASK_1506,1889,1,0,1344.31,32.95,67.03,6,0.725,11227,High,Cloud,3
TASK_1507,8857,1,0,105.18,27.58,71.97,14,0.775,16828,Medium,Edge,2
TASK_1508,6654,5,1,3614.2,65.59,78.97,6,0.948,18063,High,Cloud,4
TASK_1509,5920,4,2,162.43,45.38,87.96,7,0.65,9678,High,Hybrid,4
TASK_1510,9420,5,0,2976.38,25.27,35.0,8,0.591,13910,High,Hybrid,2
TASK_1511,2543,5,1,2695.97,68.57,68.71,14,0.723,7864,Low,Cloud,4
TASK_1512,4697,5,3,4844.07,58.03,44.57,1,0.622,15716,Low,Hybrid,5
